Name,Club,Age,International Reputation,Nationality
S. McMann,Hamilton Academical FC,21,1.0,Scotland
A. Rosteghin,Cittadella,18,1.0,Italy
A. Wheeler-Omiunu,Atlanta United,23,1.0,United States
N. Awuku,Holstein Kiel,18,1.0,Germany
B. García,Club Tijuana,20,1.0,Mexico
D. Riccardi,Lecce,22,1.0,Italy
M. Meli,Fiorentina,18,1.0,Italy
D. Petersson,Trelleborgs FF,23,1.0,Sweden
E. Pauchet,Chamois Niortais Football Club,21,1.0,France
S. Farelli,Pescara,35,1.0,Italy
E. Gründemann,FC Hansa Rostock,19,1.0,Germany
M. Ludwig,Hallescher FC,19,1.0,Germany
E. Pletinckx,SV Zulte-Waregem,17,1.0,Belgium
A. Elyounoussi,Sarpsborg 08 FF,19,1.0,Norway
M. Simakan,RC Strasbourg Alsace,18,1.0,France
G. Kyrnats,PFC CSKA Moscow,20,1.0,Russia
S. Hiramatsu,V-Varen Nagasaki,25,1.0,Japan
N. Gómez,Rosario Central,21,1.0,Argentina
N. Ralph,Dundee FC,25,1.0,England
J. Italiano,Perth Glory,16,1.0,Australia
A. Ceesay,FC Zürich,24,1.0,Gambia
M. Awaji,Al Shabab,23,1.0,Saudi Arabia
N. Baeza,CD Huachipato,21,1.0,Chile
C. Ross,Unión Española,24,1.0,Chile
Yuan Mincheng,Chongqing Dangdai Lifan FC SWM Team,22,1.0,China PR
C. Baldovino,Alianza Petrolera,21,1.0,Colombia
M. Rudakov,HJK Helsinki,22,1.0,Russia
Han Rongze,Shandong Luneng TaiShan FC,25,1.0,China PR
J. Sbarra,Burton Albion,19,1.0,England
F. Marín,Club Atlético Huracán,20,1.0,Argentina
J. Romero,Atlético Tucumán,17,1.0,Argentina
R. Borkała,Piast Gliwice,19,1.0,Poland
P. Magnon,Stade Brestois 29,22,1.0,France
Marcos Lavín,Córdoba CF,21,1.0,Spain
C. Quenum,Valenciennes FC,25,1.0,France
Y. Akiyama,Nagoya Grampus,23,1.0,Japan
S. Parlati,Ascoli,21,1.0,Italy
A. Appiah,Nottingham Forest,17,1.0,England
L. Klemenz,Jagiellonia Białystok,22,1.0,Poland
P. Tomczyk,Lech Poznań,20,1.0,Poland
A. Oteh,Queens Park Rangers,19,1.0,England
K. Hattanda,Nagoya Grampus,28,1.0,Japan
M. Bayo,Clermont Foot 63,20,1.0,France
H. Hyseni,SSV Jahn Regensburg,25,1.0,Germany
N. D'Agostino,Brisbane Roar,20,1.0,Australia
M. Jeahze,IF Brommapojkarna,21,1.0,Sweden
N. Gallardo,River Plate,20,1.0,Argentina
C. Trejo,Club Atlas,18,1.0,Mexico
S. High,Huddersfield Town,17,1.0,England
L. Maniero,Cittadella,19,1.0,Italy
M. Obiero,Huddersfield Town,17,1.0,England
C. Maycock,Macclesfield Town,20,1.0,England
T. Attis,Belgrano de Córdoba,18,1.0,Argentina
A. Tecpanécatl,Puebla FC,20,1.0,Mexico
M. Talbi,Çaykur Rizespor,20,1.0,France
E. Herrera,Independiente Santa Fe,19,1.0,Colombia
J. Veyna,Club Necaxa,23,1.0,Mexico
M. Reinthaler,FC Hansa Rostock,23,1.0,Italy
R. Benz,KFC Uerdingen 05,22,1.0,Germany
R. Fitzsimons,Notts County,24,1.0,England
L. Desmond,St. Patrick's Athletic,23,1.0,Republic of Ireland
N. Strunck,FC Nordsjælland,18,1.0,Denmark
H. Arellano,LA Galaxy,20,1.0,United States
M. Sevimler,Alanyaspor,19,1.0,Turkey
D. Becker,Rosario Central,20,1.0,Argentina
Kim Jung Ho,Incheon United FC,23,1.0,Korea Republic
B. Barclay,Brighton & Hove Albion,21,1.0,England
H. Marcelin,AJ Auxerre,18,1.0,France
M. Jørgensen,Odense Boldklub,17,1.0,Denmark
M. Beeney,Sligo Rovers,22,1.0,England
R. Alm,IF Brommapojkarna,22,1.0,Sweden
A. Bakir,Borussia Dortmund,17,1.0,Germany
M. Bassouamina,AS Nancy Lorraine,20,1.0,France
Maikel,IF Brommapojkarna,28,1.0,Spain
J. Urzúa,CD Huachipato,18,1.0,Chile
B. Wiles,Rotherham United,19,1.0,England
Park Ji Soo,Gyeongnam FC,24,1.0,Korea Republic
D. Liszka,Górnik Zabrze,18,1.0,Poland
M. Kumbulla,Hellas Verona,18,1.0,Albania
Cao Ziheng,Changchun Yatai FC,23,1.0,China PR
Zhang Huachen,Shanghai SIPG FC,20,1.0,China PR
C. Okoroji,SC Freiburg,21,1.0,England
S. Wamangituka,Paris FC,18,1.0,Congo
R. Way,Wellington Phoenix,28,1.0,Australia
Y. Takeoka,Kawasaki Frontale,32,1.0,Japan
P. Marie,San Jose Earthquakes,23,1.0,France
M. Trovato,Cosenza,20,1.0,Italy
Y. Urra,CD Huachipato,21,1.0,Chile
A. Beestin,Doncaster Rovers,20,1.0,England
S. Kowalczyk,Pogoń Szczecin,19,1.0,Poland
Zhang Xiuwei,Tianjin Quanjian FC,22,1.0,China PR
Martín,Rayo Vallecano,18,1.0,Spain
S. Sessegnon,Fulham,18,1.0,England
Javi Rubio,Rayo Vallecano,19,1.0,Spain
K. Lebon,Paris FC,20,1.0,France
C. Pring,Newport County,20,1.0,England
N. Ennis,Wolverhampton Wanderers,19,1.0,England
J. Krahl,RB Leipzig,18,1.0,Germany
H. Al Qahtani,Al Faisaly,23,1.0,Saudi Arabia
J. Hardy,Brentford,19,1.0,England
S. Córdova,Club Necaxa,21,1.0,Mexico
Q. Roberts,Los Angeles FC,23,1.0,Canada
Zhang Chenlong,Guangzhou R&F; FC,25,1.0,China PR
J. Soñora,Club Atlético Talleres,21,1.0,United States
A. Al Aryani,Al Ittihad,22,1.0,Saudi Arabia
S. Milewski,Zagłębie Sosnowiec,20,1.0,Poland
A. Ba Masoud,Al Fayha,22,1.0,Saudi Arabia
B. Verbong,VVV-Venlo,18,1.0,Netherlands
Ryang Yong Gi,Vegalta Sendai,36,1.0,Korea DPR
S. Micolta,Unión La Calera,18,1.0,Ecuador
C. Huanca,Deportes Iquique,17,1.0,Chile
D. Grootenhuis,FC Emmen,21,1.0,Netherlands
T. Righetti,FC Thun,20,1.0,Switzerland
Zhang Chong,Dalian YiFang FC,30,1.0,China PR
G. Shaw,St. Patrick's Athletic,26,1.0,Republic of Ireland
P. Camará,Crawley Town,21,1.0,Guinea Bissau
Y. Maeda,V-Varen Nagasaki,33,1.0,Japan
C. Galvin,Waterford FC,22,1.0,Republic of Ireland
G. Smith,Lincoln City,24,1.0,England
B. Stevenson,Gillingham,19,1.0,England
M. Yamada,FC Tokyo,23,1.0,Japan
J. Schau,FC Carl Zeiss Jena,19,1.0,Germany
D. Kelly,Bohemian FC,22,1.0,Republic of Ireland
S. Guðjohnsen,Spezia,20,1.0,Iceland
W. Ebane,FC Lorient,26,1.0,Gabon
Cao Yongjing,Beijing Renhe FC,21,1.0,China PR
L. Kouagba,AS Béziers,24,1.0,France
T. Abraham,Fulham,17,1.0,England
Pablo Cacharrón,CD Lugo,21,1.0,Spain
J. Rodríguez,Puebla FC,25,1.0,Mexico
J. Doherty,Crawley Town,22,1.0,Northern Ireland
T. Maya,Atlético Huila,21,1.0,Colombia
Du Changjie,Henan Jianye FC,20,1.0,China PR
J. Christensen,FC Nordsjælland,17,1.0,Denmark
J. Anthony,Bournemouth,18,1.0,England
J. Boote,Bournemouth,18,1.0,England
T. Odusina,Norwich City,18,1.0,England
M. Pattier,FC Lorient,22,1.0,France
J. Cobián,Club Necaxa,19,1.0,Mexico
Gao Huaze,Hebei China Fortune FC,20,1.0,China PR
D. Sugioka,Shonan Bellmare,19,1.0,Japan
C. Månsson,Kristiansund BK,37,1.0,Sweden
D. Villa,Club Atlas,20,1.0,Mexico
R. Coughlan,Cork City,21,1.0,Republic of Ireland
A. Álvarez,América de Cali,19,1.0,Colombia
A. Estupiñán,Deportivo Pasto,23,1.0,Colombia
T. Al Kaabi,Al Hazem,26,1.0,Saudi Arabia
H. Rodgers,Accrington Stanley,21,1.0,England
S. Shome,Montreal Impact,20,1.0,Canada
T. Matsumoto,Sanfrecce Hiroshima,19,1.0,Japan
M. İnan,Antalyaspor,18,1.0,Turkey
A. Little,Oxford United,21,1.0,England
J. Brinch,Esbjerg fB,23,1.0,Denmark
J. Osei-Tutu,Arsenal,19,1.0,England
Y. Emghames,Hannover 96,20,1.0,Germany
A. Björnström,IK Sirius,22,1.0,Sweden
M. Donohue,Fleetwood Town,20,1.0,England
M. Al Mufarrij,Al Taawoun,21,1.0,Saudi Arabia
D. Cornell,Northampton Town,27,1.0,Wales
T. Baller,Hannover 96,19,1.0,Germany
Park Kwang Il,Jeonnam Dragons,27,1.0,Korea Republic
Javi López,Elche CF,17,1.0,Spain
M. Heča,Sparta Praha,27,1.0,Czech Republic
Y. Al Bakr,Al Faisaly,20,1.0,Saudi Arabia
A. Sebald,FC Hansa Rostock,21,1.0,Germany
A. Gomez Mancini,Angers SCO,17,1.0,France
S. Santoro,Palermo,18,1.0,Italy
A. Ba,Southend United,20,1.0,France
Gui Hong,Hebei China Fortune FC,23,1.0,China PR
R. Lowry,Wellington Phoenix,24,1.0,Australia
R. Tugarev,Lokomotiv Moscow,19,1.0,Russia
F. Ourega,Paris FC,25,1.0,France
M. Salaba,SV Mattersburg,18,1.0,Austria
F. Maddaloni,Chamois Niortais Football Club,23,1.0,France
A. Barnes,Colchester United,21,1.0,England
R. Emanuelsson,IF Brommapojkarna,26,1.0,Sweden
T. Robinson,Bradford City,20,1.0,England
L. O'Brien,Bradford City,19,1.0,England
H. Evjen,FK Bodø/Glimt,18,1.0,Norway
E. Aiwu,FC Admira Wacker Mödling,17,1.0,Austria
M. Lund,Doncaster Rovers,21,1.0,England
E. Kaja,Livingston FC,20,1.0,Albania
A. Curry,Hull City,21,1.0,England
P. Sokołowski,Piast Gliwice,23,1.0,Poland
A. Kaltoft,Vendsyssel FF,20,1.0,Denmark
E. Linthorst,VVV-Venlo,18,1.0,Netherlands
B. Lekström,Hammarby IF,37,1.0,Sweden
L. Schneider,FC Energie Cottbus,18,1.0,Germany
Han Feng,Guangzhou R&F; FC,34,1.0,China PR
D. Ogawa,Júbilo Iwata,26,1.0,Japan
F. Quiroz,Club Deportes Temuco,20,1.0,Chile
S. Steijn,VVV-Venlo,16,1.0,Netherlands
L. Ketterer,Columbus Crew SC,24,1.0,United States
A. Nilsson,Trelleborgs FF,24,1.0,Sweden
L. Perrin,Olympique de Marseille,19,1.0,France
C. Coll,Derry City,26,1.0,Republic of Ireland
C. Camacho,Club Necaxa,23,1.0,Mexico
S. Sørløkk,Ranheim Fotball,21,1.0,Norway
N. Awassi,VfL Sportfreunde Lotte,20,1.0,Germany
R. Hirakawa,FC Tokyo,18,1.0,Japan
C. Cooke,St. Mirren,25,1.0,England
P. van der Vlag,FC Emmen,40,1.0,Netherlands
T. Nijhuis,FC Utrecht,19,1.0,Netherlands
L. Bogdan,Livorno,22,1.0,Croatia
L. Wildin,Stevenage,20,1.0,Antigua & Barbuda
M. Lillebo,Ranheim Fotball,23,1.0,Norway
R. Kim,Pohang Steelers,21,1.0,Russia
M. Irigoyemborde,AS Béziers,23,1.0,France
T. Ominami,Júbilo Iwata,20,1.0,Japan
I. Angulo,Envigado FC,19,1.0,Colombia
G. Carvajal,América de Cali,18,1.0,Colombia
C. Akono,SC Preußen Münster,18,1.0,Germany
S. Pabón,Junior FC,22,1.0,Colombia
C. Donovan,Houston Dynamo,22,1.0,United States
Park Jung Ho,Jeonbuk Hyundai Motors,21,1.0,Korea Republic
R. Kehr,Borussia Dortmund,18,1.0,Germany
M. Soumaré,La Berrichonne de Châteauroux,20,1.0,France
S. Pirkl,FC Wacker Innsbruck,21,1.0,Austria
J. Senior,Luton Town,21,1.0,England
S. Jiménez,Envigado FC,20,1.0,Colombia
T. Nagura,V-Varen Nagasaki,20,1.0,Japan
S. Seedorf,Bradford City,20,1.0,Netherlands
N. Böhmer,RB Leipzig,18,1.0,Germany
N. Insfrán,Gimnasia y Esgrima La Plata,23,1.0,Argentina
J. Barjonas,Bury,19,1.0,Scotland
L. Ntumba,Dijon FCO,17,1.0,France
K. O'Connell,Bournemouth,18,1.0,England
M. Bird,Derby County,17,1.0,England
B. Tozer,Cheltenham Town,28,1.0,England
M. Tokida,Vegalta Sendai,20,1.0,Japan
V. Vanbaleghem,La Berrichonne de Châteauroux,21,1.0,France
H. Hawsawi,Al Faisaly,20,1.0,Saudi Arabia
B. Bashir,Al Faisaly,20,1.0,Saudi Arabia
G. Volpe,US Cremonese,22,1.0,Italy
C. Manicone,FC Lugano,20,1.0,Italy
M. Herrera,La Equidad,30,1.0,Colombia
J. Caballero,Atlético Bucaramanga,20,1.0,Colombia
Kim Min Jun,Jeonnam Dragons,25,1.0,Korea Republic
S. Seddon,Stevenage,20,1.0,England
M. Al Mutairi,Al Hazem,19,1.0,Saudi Arabia
M. Platt,Accrington Stanley,20,1.0,England
E. Botheim,Rosenborg BK,18,1.0,Norway
J. Quiñones,Atlético Bucaramanga,20,1.0,Colombia
Wang Guoming,Henan Jianye FC,28,1.0,China PR
A. Kabashi,IF Elfsborg,21,1.0,Sweden
J. Chávez,Tiburones Rojos de Veracruz,21,1.0,Mexico
C. Weale,Exeter City,36,1.0,England
H. Abdelli,Le Havre AC,18,1.0,France
T. Golden,Wigan Athletic,18,1.0,England
F. Godoy,Unión de Santa Fe,18,1.0,Argentina
D. Tejeda,Tiburones Rojos de Veracruz,20,1.0,Mexico
M. Jay,Exeter City,22,1.0,England
S. Woods,Crystal Palace,19,1.0,England
D. Diani,Grasshopper Club Zürich,20,1.0,France
O. Atilgan,SG Dynamo Dresden,18,1.0,Germany
M. Al Rubaie,Al Batin,20,1.0,Saudi Arabia
C. Fox,Wycombe Wanderers,19,1.0,England
B. Vera,Itagüí Leones FC,19,1.0,Colombia
L. Maloney,1. FC Union Berlin,18,1.0,Germany
J. Pask,West Ham United,20,1.0,England
A. Errico,Frosinone,19,1.0,Italy
T. Moschión,Club Atlético Colón,18,1.0,Argentina
Y. Al Shammari,Al Batin,20,1.0,Saudi Arabia
F. Sollacaro,AC Ajaccio,24,1.0,France
O. Mbaizo,Philadelphia Union,20,1.0,Cameroon
O. Patiño,Rionegro Águilas,21,1.0,Colombia
J. Arboleda,Boyacá Chicó FC,23,1.0,Colombia
Wang Yaopeng,Dalian YiFang FC,23,1.0,China PR
O. Shannon,Atlanta United,22,1.0,England
B. Tollitt,Tranmere Rovers,23,1.0,England
L. Kunga,Atlanta United,19,1.0,United States
E. Bird,Houston Dynamo,25,1.0,United States
M. Zach,Hallescher FC,18,1.0,Germany
E. Masciangelo,FC Lugano,21,1.0,Italy
E. Mergen,Alanyaspor,18,1.0,Turkey
Y. Soma,Nagoya Grampus,21,1.0,Japan
N. Fiedler,Hallescher FC,20,1.0,Germany
C. Kirk,Crewe Alexandra,20,1.0,England
J. Bursztyn,Pogoń Szczecin,20,1.0,Poland
G. Poluzzi,SPAL,30,1.0,Italy
J. Sullivan,Bray Wanderers,27,1.0,Republic of Ireland
J. Scott,Motherwell,17,1.0,Scotland
O. Al Saleem,Ettifaq FC,21,1.0,Saudi Arabia
A. Wilson,Newcastle United,18,1.0,England
B. Kavanagh,Shamrock Rovers,17,1.0,Republic of Ireland
J. Vall,IFK Norrköping,25,1.0,Sweden
N. Araya,CD Antofagasta,19,1.0,Chile
F. Brandhof,FC Midtjylland,21,1.0,Denmark
K. Twardek,Sligo Rovers,21,1.0,Canada
O. Ottesen,FC Midtjylland,19,1.0,Denmark
P. O'Conor,Bray Wanderers,30,1.0,Republic of Ireland
Y. Zabaleta,Itagüí Leones FC,21,1.0,Colombia
K. Stanek,Piast Gliwice,18,1.0,Poland
J. McKay,Cardiff City,21,1.0,Scotland
S. Dahlström,HJK Helsinki,21,1.0,Finland
M. Isaza,Atlético Huila,23,1.0,Colombia
J. Barrett,Huddersfield Town,18,1.0,England
H. Spratt,Huddersfield Town,18,1.0,England
J. De Smet,KV Kortrijk,19,1.0,Belgium
K. Sheppard,Newcastle Jets,24,1.0,England
M. Juárez,Club Atlético Huracán,21,1.0,Argentina
R. Senhadji,FC Sochaux-Montbéliard,21,1.0,France
F. Navarro,Club Atlético Talleres,18,1.0,Argentina
K. Lynch,Bray Wanderers,26,1.0,Republic of Ireland
M. Ranmark,Molde FK,22,1.0,Norway
K. Flanagan,Crystal Palace,18,1.0,Republic of Ireland
H. Yalçıntekin,Alanyaspor,20,1.0,Turkey
J. Rondeel,De Graafschap,23,1.0,Netherlands
A. Al Qahtani,Al Qadisiyah,19,1.0,Saudi Arabia
M. Djitté,FC Sion,18,1.0,Senegal
Lu Yao,Henan Jianye FC,25,1.0,China PR
J. Montgomery,Forest Green Rovers,24,1.0,England
T. Bakinson,Newport County,19,1.0,England
M. Lenes,Ranheim Fotball,22,1.0,Norway
J. Jiménez,Rionegro Águilas,20,1.0,Colombia
Yan Peng,Dalian YiFang FC,23,1.0,China PR
J. Oswell,Morecambe,25,1.0,England
I. Domínguez,U.N.A.M.,18,1.0,Mexico
J. Debrah,Millwall,18,1.0,England
R. Bennett,Carlisle United,27,1.0,England
L. Coordes,FC St. Pauli,19,1.0,Germany
B. Avramovic,Wolfsberger AC,20,1.0,Serbia
O. Younger,Burnley,18,1.0,England
I. Jönsson,Trelleborgs FF,19,1.0,Sweden
R. Musaba,Vitesse,17,1.0,Netherlands
J. Requena,Newell's Old Boys,19,1.0,Argentina
C. Kenna,Bray Wanderers,33,1.0,Republic of Ireland
Altamirano,Real Betis,21,1.0,Spain
N. Amamoo,Karlsruher SC,20,1.0,Germany
S. Graham,Oldham Athletic,17,1.0,England
Choi Young Eun,Daegu FC,22,1.0,Korea Republic
L. Bilboe,Rotherham United,20,1.0,England
C. Velásquez,Envigado FC,20,1.0,Colombia
A. Semenyo,Newport County,18,1.0,England
M. Dembélé,FC Red Bull Salzburg,19,1.0,France
L. White,Millwall,19,1.0,England
N. Leemhuis,Heracles Almelo,20,1.0,Netherlands
P. Boevink,FC Groningen,20,1.0,Netherlands
C. Whelan,Crewe Alexandra,20,1.0,Republic of Ireland
T. Dele-Bashiru,Manchester City,18,1.0,England
R. Rosenqvist,IF Elfsborg,21,1.0,Sweden
D. Genreau,PEC Zwolle,19,1.0,Australia
J. Tabinas,Kawasaki Frontale,19,1.0,Philippines
J. Hope,Melbourne Victory,20,1.0,Australia
R. Takahashi,Shonan Bellmare,24,1.0,Japan
P. Harant,1. FC Magdeburg,19,1.0,Germany
M. Trejo,Monarcas Morelia,19,1.0,Mexico
R. Henry,Stevenage,34,1.0,England
J. Chávez,Monarcas Morelia,21,1.0,Mexico
L. Brüggemeier,SC Paderborn 07,20,1.0,Germany
M. Al Haeti,Ettifaq FC,22,1.0,Saudi Arabia
N. Djouahra,Real Sociedad,18,1.0,France
A. Hartigan,AFC Wimbledon,18,1.0,England
V. Glaentzlin,FC Sochaux-Montbéliard,20,1.0,France
J. Kitolano,Odds BK,16,1.0,Norway
M. Lacroix,FC Sochaux-Montbéliard,18,1.0,France
Y. Khormi,Al Taawoun,20,1.0,Saudi Arabia
F. Moreno,Club León,20,1.0,Mexico
A. Campion,St. Patrick's Athletic,28,1.0,France
Y. Andzouana,Girona FC,21,1.0,Congo
J. Mahon,Sligo Rovers,18,1.0,Republic of Ireland
O. Yaman,Sivasspor,18,1.0,Turkey
A. Simpson,Gillingham,19,1.0,England
Li Yingjian,Guizhou Hengfeng FC,27,1.0,China PR
U. Yazğılı,Kasimpaşa SK,19,1.0,Turkey
F. Kelleher,Macclesfield Town,22,1.0,Republic of Ireland
O. Krusnell,Hammarby IF,19,1.0,Sweden
Y. Otto,Eintracht Braunschweig,19,1.0,Germany
B. Fleming,Hull City,18,1.0,England
L. Bürger,Eintracht Braunschweig,18,1.0,Germany
Sun Le,Shanghai SIPG FC,28,1.0,China PR
A. Bass,Portsmouth,20,1.0,England
Y. Dieudonne,Odense Boldklub,21,1.0,Ivory Coast
J. Graham,Mansfield Town,20,1.0,England
A. Wolniewicz,Górnik Zabrze,25,1.0,Poland
D. Lavercombe,Wigan Athletic,21,1.0,England
S. Osorio,Alianza Petrolera,21,1.0,Colombia
B. Cam,Unión Española,18,1.0,Chile
R. Donelon,Sligo Rovers,22,1.0,Republic of Ireland
C. Fogacci,GFC Ajaccio,21,1.0,France
C. Fermina,Excelsior,18,1.0,Netherlands
T. Vancooten,Stevenage,20,1.0,Guyana
R. El Hankouri,Excelsior,17,1.0,Netherlands
R. Suzuki,Gamba Osaka,24,1.0,Japan
O. Özdemir,Le Havre AC,20,1.0,Turkey
R. Cretaro,Sligo Rovers,36,1.0,Republic of Ireland
M. Halstead,Morecambe,27,1.0,England
R. Schofield,Huddersfield Town,18,1.0,England
S. Härtel,FC Erzgebirge Aue,19,1.0,Germany
T. Trueba,Puebla FC,22,1.0,Mexico
A. Obaid,Al Batin,22,1.0,Saudi Arabia
A. Coote,Brentford,20,1.0,Scotland
R. Solan,Al Faisaly,20,1.0,Saudi Arabia
Chen Anqi,Chongqing Dangdai Lifan FC SWM Team,25,1.0,China PR
D. Turnbull,Motherwell,18,1.0,Scotland
A. Edqvist,Kalmar FF,19,1.0,Sweden
S. Al Selouli,Ettifaq FC,20,1.0,Saudi Arabia
E. Ngwatala,Dundee FC,25,1.0,France
A. Samuel,Wycombe Wanderers,22,1.0,Wales
H. Gilmour,Tranmere Rovers,19,1.0,England
M. Ruiz Díaz,Estudiantes de La Plata,21,1.0,Argentina
M. Młyński,Arka Gdynia,17,1.0,Poland
Morro,Rayo Vallecano,17,1.0,Spain
D. O'Connor,Cork City,21,1.0,Republic of Ireland
M. Johnstone,Sunderland,19,1.0,England
N. Cadden,Livingston FC,21,1.0,Scotland
Y. Toure,Newcastle United,17,1.0,Switzerland
N. Bishop,Southend United,18,1.0,England
L. Martínez,Club Tijuana,19,1.0,Mexico
L. John,Cambridge United,24,1.0,England
Sun Jungang,Shanghai SIPG FC,22,1.0,China PR
M. Al Mutlaq,Al Raed,20,1.0,Saudi Arabia
A. Suljic,BK Häcken,20,1.0,Sweden
I. Tapia,CD Huachipato,19,1.0,Chile
J. Eastwood,Sheffield United,21,1.0,England
J. Brimmer,Perth Glory,20,1.0,Australia
S. Grønning,Hobro IK,21,1.0,Denmark
D. Williams,FC Hansa Rostock,24,1.0,Germany
A. Díaz,Club Tijuana,18,1.0,Mexico
B. Chibani,Royal Excel Mouscron,19,1.0,Belgium
L. Ranieri,Foggia,19,1.0,Italy
A. Laurienté,US Orléans Loiret Football,19,1.0,France
J. Meneses,América de Cali,34,1.0,Colombia
T. Ogiwara,Urawa Red Diamonds,18,1.0,Japan
K. Ellison,Morecambe,39,1.0,England
E. Bohinen,Stabæk Fotball,19,1.0,Norway
A. Fletcher,Plymouth Argyle,19,1.0,England
M. Najjar,Al Qadisiyah,23,1.0,Saudi Arabia
E. Zehir,FC St. Pauli,20,1.0,Germany
Zeng Shuai,Chongqing Dangdai Lifan FC SWM Team,24,1.0,China PR
R. Laryea,Orlando City SC,23,1.0,Canada
M. Sipľak,Cracovia,22,1.0,Slovakia
M. Miller,Hamilton Academical FC,22,1.0,England
O. Johansson,Trelleborgs FF,23,1.0,Sweden
Z. Westbrooke,Coventry City,21,1.0,England
K. Pagliuca,Hallescher FC,21,1.0,Switzerland
B. Hall,Notts County,21,1.0,Northern Ireland
M. Köbbing,1. FC Heidenheim 1846,21,1.0,Germany
E. Chapman,Lincoln City,17,1.0,England
L. Orellano,Vélez Sarsfield,18,1.0,Argentina
R. Harker,Burnley,18,1.0,England
L. Rogerson,FC Carl Zeiss Jena,20,1.0,New Zealand
L. Thomas,Forest Green Rovers,20,1.0,Wales
P. Sander,Holstein Kiel,20,1.0,Germany
J. Jensen,Esbjerg fB,32,1.0,Denmark
Jiang Wenjun,Hebei China Fortune FC,28,1.0,China PR
A. Alibekov,Dynamo Kyiv,20,1.0,Ukraine
N. Giraldo,Envigado FC,25,1.0,Colombia
J. Mashart,NAC Breda,18,1.0,Netherlands
D. Casey,Cork City,20,1.0,Republic of Ireland
C. Norman,Oxford United,22,1.0,England
N. Lemaître,Stade de Reims,21,1.0,France
F. Ross,Aberdeen,20,1.0,Scotland
O. Kakay,Queens Park Rangers,20,1.0,Sierra Leone
D. Leahy,Bohemian FC,20,1.0,Republic of Ireland
R. Sottil,Fiorentina,19,1.0,Italy
Li Haitao,Jiangsu Suning FC,22,1.0,China PR
R. Allassani,Coventry City,22,1.0,England
D. Conroy,Swindon Town,22,1.0,England
F. Zorba,VfL Osnabrück,20,1.0,Turkey
T. Blackmon,Los Angeles FC,21,1.0,United States
T. Arndal,AC Horsens,20,1.0,Denmark
M. Al Sufyani,Al Wehda,19,1.0,Saudi Arabia
B. Liddle,Middlesbrough,19,1.0,England
C. Oliver,Brentford,20,1.0,England
N. Kariri,Al Fayha,20,1.0,Saudi Arabia
Xiang Hantian,Beijing Renhe FC,22,1.0,China PR
Lee Gyu Seong,Sangju Sangmu FC,24,1.0,Korea Republic
R. de Vos,FC Emmen,22,1.0,Netherlands
M. Wasielewski,Lech Poznań,24,1.0,Poland
N. Simon,Racing Club de Lens,18,1.0,France
N. Kirk,Brentford,20,1.0,Denmark
S. Al Najrani,Al Fateh,21,1.0,Saudi Arabia
A. Attiah,Al Wehda,21,1.0,Saudi Arabia
K. Ademi,Neuchâtel Xamax,22,1.0,Switzerland
C. Gallego,Itagüí Leones FC,29,1.0,Colombia
Zhou Dadi,Changchun Yatai FC,22,1.0,China PR
D. Adshead,Rochdale,16,1.0,England
J. Adelson,Newcastle Jets,22,1.0,Australia
C. Brown,Seattle Sounders FC,26,1.0,United States
S. Bouzar,AS Nancy Lorraine,18,1.0,France
J. Curran,Dundee FC,21,1.0,Australia
M. Lansing,Aalborg BK,24,1.0,United States
D. Cayupil,Club Deportes Temuco,20,1.0,Chile
O. Mireles,Club León,19,1.0,Mexico
O. Valakari,Tromsø IL,18,1.0,Finland
B. Stillhart,FC Thun,24,1.0,Switzerland
R. Holden,Bristol City,20,1.0,Northern Ireland
D. Salanovic,FC Thun,22,1.0,Liechtenstein
Pol Lozano,RCD Espanyol,18,1.0,Spain
S. Todd,Derry City,20,1.0,Republic of Ireland
A. Ordagić,SK Brann,25,1.0,Bosnia Herzegovina
C. Evans,Macclesfield Town,22,1.0,England
O. Buur Rasmussen,Wolverhampton Wanderers,20,1.0,Denmark
J. Krasniqi,FC Lugano,23,1.0,Kosovo
C. Libertiaux,Royal Excel Mouscron,20,1.0,Belgium
L. Migliorelli,Venezia FC,20,1.0,Italy
M. Millar,Central Coast Mariners,21,1.0,Australia
K. Kitamoto,Vissel Kobe,36,1.0,Japan
Su Yuanjie,Tianjin Quanjian FC,23,1.0,China PR
M. Mejlstrup Pedersen,Hobro IK,22,1.0,Denmark
K. Gordon,Lincoln City,20,1.0,England
A. Bayındır,MKE Ankaragücü,20,1.0,Turkey
N. Helmbrecht,TSV 1860 München,23,1.0,Germany
J. Theissen,Fortuna Düsseldorf,20,1.0,Germany
O. Tejeda,Lobos BUAP,29,1.0,Mexico
D. Mottley-Henry,Tranmere Rovers,20,1.0,England
J. Hernandez,Real Salt Lake,22,1.0,Mexico
S. Villarreal,Monterrey,18,1.0,Mexico
S. Al Nabit,Ohod Club,22,1.0,Saudi Arabia
B. Folami,Ipswich Town,19,1.0,Australia
K. Castañeda,Deportivo Toluca,18,1.0,Mexico
A. Ghareeb,Al Ahli,21,1.0,Saudi Arabia
I. Jasarevic,Dalkurd FF,22,1.0,Bosnia Herzegovina
C. Vernam,Grimsby Town,21,1.0,England
Lee Rae Joon,Pohang Steelers,21,1.0,Korea Republic
B. Taz,1. FC Union Berlin,19,1.0,Germany
T. Mizutani,Shimizu S-Pulse,22,1.0,Japan
B. Dione,Royal Excel Mouscron,21,1.0,Belgium
